source,filename,filepath,size_kb,page_count,file_hash,is_exact_duplicate,extraction_method,extraction_error,char_count,word_count,text_output_path,retry_status,detected_language,garbage_char_ratio,detected_year
ppqs_advisories,Corrigendum on Advisory issued on Whitegrub on Sugarcane crop dated 09.09.2022.pdf,../data/raw/pdfs/PPQS_Advisories\Corrigendum on Advisory issued on Whitegrub on Sugarcane crop dated 09.09.2022.pdf,220.1,1,d55a7f3da9789afed4e89703b5f8508f4d92d8c5c7060ed469aa866132dfe5d7,False,native,,1312,197,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Corrigendum on Advisory issued on Whitegrub on Sugarcane crop dated 09.09.2022.txt,not_applicable,en,0.037,2022.0
ppqs_advisories,"Current status of Brown Plant Hopper (Nilaparvata lugens) at Rice growing area of Odisha, Uttar Pradesh and Chhattisgarh states - Advisory.pdf","../data/raw/pdfs/PPQS_Advisories\Current status of Brown Plant Hopper (Nilaparvata lugens) at Rice growing area of Odisha, Uttar Pradesh and Chhattisgarh states - Advisory.pdf",6096.2,5,e8a4869b2f1df807e8a732143be7a5602953e01322424d913ec708eeef8a8ba7,False,native,,6285,969,"../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of Brown Plant Hopper (Nilaparvata lugens) at Rice growing area of Odisha, Uttar Pradesh and Chhattisgarh states - Advisory.txt",not_applicable,unknown,,
ppqs_advisories,Current status of Late Blight (Phytophthora infestans) at Potato growing areas of Uttar Pradesh- Advisory.pdf,../data/raw/pdfs/PPQS_Advisories\Current status of Late Blight (Phytophthora infestans) at Potato growing areas of Uttar Pradesh- Advisory.pdf,3288.2,5,c611c5254bf7cc527072e690ebf2f6314f5e04a60695656baf1b9e06fa1102d4,False,native,,5876,938,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of Late Blight (Phytophthora infestans) at Potato growing areas of Uttar Pradesh- Advisory.txt,not_applicable,en,0.016,
ppqs_advisories,Current status of Rice Hispa (Dicladispa armigera) in Rice crop growing areas of Assam State - Advisory.pdf,../data/raw/pdfs/PPQS_Advisories\Current status of Rice Hispa (Dicladispa armigera) in Rice crop growing areas of Assam State - Advisory.pdf,3170.1,3,e3967378e70a70cdbc2fd1b6dd72f8eccc7095de4a1b3fff2a5373a182741ea1,False,native,,5848,1522,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of Rice Hispa (Dicladispa armigera) in Rice crop growing areas of Assam State - Advisory.txt,not_applicable,en,0.026,2018.0
ppqs_advisories,"Current status of Rugose Spiraling Whitefly (RSW), Aleurodicus rugioperculatus Martin on Coconut and Oil Palm- Advisory.pdf","../data/raw/pdfs/PPQS_Advisories\Current status of Rugose Spiraling Whitefly (RSW), Aleurodicus rugioperculatus Martin on Coconut and Oil Palm- Advisory.pdf",2095.9,3,0d4e1747d32df174abe4a46a7d7ce08615d07911f2572bd49c1c268bbe2c66e6,False,native,,5780,829,"../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of Rugose Spiraling Whitefly (RSW), Aleurodicus rugioperculatus Martin on Coconut and Oil Palm- Advisory.txt",not_applicable,unknown,,
ppqs_advisories,"Current status of Rugose Spiraling Whitefly (RSW), Aleurodicus rugioperculutus Martin'on Coconut -Advisory.pdf","../data/raw/pdfs/PPQS_Advisories\Current status of Rugose Spiraling Whitefly (RSW), Aleurodicus rugioperculutus Martin'on Coconut -Advisory.pdf",240.2,2,2f3a2278a3bc76e20bff78356345232ca40b697240d1b12b158ffe444f0344c2,False,native,,3897,598,"../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of Rugose Spiraling Whitefly (RSW), Aleurodicus rugioperculutus Martin'on Coconut -Advisory.txt",not_applicable,en,0.014,
ppqs_advisories,Current status of Stem borer (Scirpophaga incertulas) at Rice growing areas of Uttar Pradesh.pdf,../data/raw/pdfs/PPQS_Advisories\Current status of Stem borer (Scirpophaga incertulas) at Rice growing areas of Uttar Pradesh.pdf,7150.7,6,c805376ae72f6164ddf879130fb254b7d22869a0616460c6ea2f271d6e3c65ad,False,native,,6494,1056,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of Stem borer (Scirpophaga incertulas) at Rice growing areas of Uttar Pradesh.txt,not_applicable,en,0.011,2018.0
ppqs_advisories,Current status of White Fly ( Aleurolobus barodensis ) at Sugarcane growing areas of Gujarat - Advisory.pdf,../data/raw/pdfs/PPQS_Advisories\Current status of White Fly ( Aleurolobus barodensis ) at Sugarcane growing areas of Gujarat - Advisory.pdf,1547.0,2,b5feedba3e98da5eaaf0d16fdde3207279186eff614ebe8d1c1ec7e5ad26920a,False,native,,4271,786,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of White Fly ( Aleurolobus barodensis ) at Sugarcane growing areas of Gujarat - Advisory.txt,not_applicable,en,0.019,2018.0
ppqs_advisories,"Current status of Yellow Mosaic Virus on Green gram and Black gram at Puri, Cuttack and Khorda districts of Odisha state.pdf","../data/raw/pdfs/PPQS_Advisories\Current status of Yellow Mosaic Virus on Green gram and Black gram at Puri, Cuttack and Khorda districts of Odisha state.pdf",1862.0,3,29ad5395fdb37e645c0ca6c6355a113b337731fe8a78d17f76e9e2df2f959200,False,native,,4615,705,"../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Current status of Yellow Mosaic Virus on Green gram and Black gram at Puri, Cuttack and Khorda districts of Odisha state.txt",not_applicable,unknown,,
ppqs_advisories,"Grow Safe Food - Beware of Counterfeit, Spurious, substandard and unregistered_unlicensed pesticides.pdf","../data/raw/pdfs/PPQS_Advisories\Grow Safe Food - Beware of Counterfeit, Spurious, substandard and unregistered_unlicensed pesticides.pdf",389.8,4,647ab78030c6227e17c5176af4dcc4c41265605798d8088b86d1b840ee5dd9de,False,native,,7345,1239,"../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Grow Safe Food - Beware of Counterfeit, Spurious, substandard and unregistered_unlicensed pesticides.txt",not_applicable,ca,0.082,1968.0
ppqs_advisories,Management of Fall Armyworm in maize.pdf,../data/raw/pdfs/PPQS_Advisories\Management of Fall Armyworm in maize.pdf,816.6,5,5c8993f58428576685af74bd5d56e3a31e783b519273bc3f2ab29c6c08f0e680,False,native,,8600,1426,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Management of Fall Armyworm in maize.txt,not_applicable,en,0.008,
ppqs_advisories,Monitoring of Pests and Diseases during Kharif 2022-23.pdf,../data/raw/pdfs/PPQS_Advisories\Monitoring of Pests and Diseases during Kharif 2022-23.pdf,370.9,1,24707cc2c63d68dc0a753f2039b4bce6254d04ebf7c499f7c5b844e9e1ebd064,False,native,,3099,480,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Monitoring of Pests and Diseases during Kharif 2022-23.txt,not_applicable,en,0.036,2022.0
ppqs_advisories,Package of Practice (POP) for the management of Fall Army Worm (FAW) in Sorghum.pdf,../data/raw/pdfs/PPQS_Advisories\Package of Practice (POP) for the management of Fall Army Worm (FAW) in Sorghum.pdf,1929.1,3,184add96001b90b43515d33ca1adf0e51cbde93befbb5c61d7a256d61921903c,False,native,,6815,1331,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Package of Practice (POP) for the management of Fall Army Worm (FAW) in Sorghum.txt,not_applicable,en,0.023,2019.0
ppqs_advisories,"Package of Practices (POPs) for the Management of FAW in Grain corn, Sweet corn, Baby corn and Fodder maize.pdf","../data/raw/pdfs/PPQS_Advisories\Package of Practices (POPs) for the Management of FAW in Grain corn, Sweet corn, Baby corn and Fodder maize.pdf",2335.0,14,3c6de5863e4c9a4da3e600a9e839c04dae49bba29ab831cfd77e302d3b99c819,False,native,,27021,4356,"../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Package of Practices (POPs) for the Management of FAW in Grain corn, Sweet corn, Baby corn and Fodder maize.txt",not_applicable,unknown,,
ppqs_advisories,Preparatory advisory for timely management of Pink Boll Worm (PBW) in Cotton..pdf,../data/raw/pdfs/PPQS_Advisories\Preparatory advisory for timely management of Pink Boll Worm (PBW) in Cotton..pdf,228.5,2,a8aa5777cac0ebe42f83ea53e502b174e713e2860ab9fe6de41563328d8aaf6f,False,native,,5285,818,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Preparatory advisory for timely management of Pink Boll Worm (PBW) in Cotton..txt,not_applicable,en,0.011,2025.0
ppqs_advisories,Preparatory advisory for timely management of vector white fly and Yellow Mosaic Virus (YMV) in Soybean.pdf,../data/raw/pdfs/PPQS_Advisories\Preparatory advisory for timely management of vector white fly and Yellow Mosaic Virus (YMV) in Soybean.pdf,242.9,3,3ba9e7bf265e05d6cb679d2035ca1cfa027346fb668b16442bd6ec3b9665dc28,False,native,,5215,1058,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Preparatory advisory for timely management of vector white fly and Yellow Mosaic Virus (YMV) in Soybean.txt,not_applicable,en,0.012,2025.0
ppqs_advisories,Preparedness for Locust Control during the summer_monsoon season of 2019.pdf,../data/raw/pdfs/PPQS_Advisories\Preparedness for Locust Control during the summer_monsoon season of 2019.pdf,1663.8,2,a8d56007ed99deb6ba6413b4b389ec8377d2b3111fdd8e7fd90040fa389ab55c,False,native,,4808,742,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Preparedness for Locust Control during the summer_monsoon season of 2019.txt,not_applicable,en,0.009,2019.0
ppqs_advisories,rice.pdf,../data/raw/pdfs/PPQS_Advisories\rice.pdf,1554.6,53,9d63c8d64e67ca08fc35a804df522f812e28ef479ebf9241eea42c20e6d7486f,False,native,,87496,13045,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\rice.txt,not_applicable,en,0.005,2014.0
ppqs_advisories,sop_for_safe_and_judicious_use_of_tricyclazole_and_buprofezin (1).pdf,../data/raw/pdfs/PPQS_Advisories\sop_for_safe_and_judicious_use_of_tricyclazole_and_buprofezin (1).pdf,1002.6,49,eaa0b18421756c727f55cf1454b84d2c6e975993171c85e7a23db326206f57b6,False,native,,71450,11889,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\sop_for_safe_and_judicious_use_of_tricyclazole_and_buprofezin (1).txt,not_applicable,en,0.003,2021.0
ppqs_advisories,sorghum_0.pdf,../data/raw/pdfs/PPQS_Advisories\sorghum_0.pdf,3100.5,58,5a8b9aaad30b95063947f72350409511dc7dd7d23cd8cbbd624b6e0875f3e764,False,native,,108290,15064,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\sorghum_0.txt,not_applicable,en,0.001,
ppqs_advisories,Standards for Fall Army Worm (FAW) pheromone lures and traps.pdf,../data/raw/pdfs/PPQS_Advisories\Standards for Fall Army Worm (FAW) pheromone lures and traps.pdf,1226.5,2,f46d50e98693fb8c3d1194bd3c3b96017d00acabb5e0a351adddd4b642da5113,False,native,,3672,554,../data/raw/pdfs/pdf_eda_outputs\extracted_text\ppqs_advisories\Standards for Fall Army Worm (FAW) pheromone lures and traps.txt,not_applicable,en,0.04,2019.0
schemes,Agriculture-Infrastructure_Fund.pdf,../data/raw/pdfs/Schemes\Agriculture-Infrastructure_Fund.pdf,375.5,18,5c8e75a3e2ecfd0aea93ff04abf29788d20b26cf05148f3d12a214f3c9e665da,False,native,,27428,4059,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\Agriculture-Infrastructure_Fund.txt,not_applicable,en,0.005,2024.0
schemes,Kisan_Credit_Card_(KCC)_Scheme.pdf,../data/raw/pdfs/Schemes\Kisan_Credit_Card_(KCC)_Scheme.pdf,200.2,15,27a8e73e9f5c4563879aa8c16462ae7f9ac8a960366cd41c6f80b3b25cf953e5,False,native,,24985,4170,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\Kisan_Credit_Card_(KCC)_Scheme.txt,not_applicable,en,0.005,2017.0
schemes,MODIFIED_INTEREST_SUBVENTION_SCHEME.pdf,../data/raw/pdfs/Schemes\MODIFIED_INTEREST_SUBVENTION_SCHEME.pdf,64.7,2,a80268844171ad6e1b77cb38e30071f997403c7fa78fc290a608bc3cdf79f613,False,native,,4857,773,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\MODIFIED_INTEREST_SUBVENTION_SCHEME.txt,not_applicable,en,0.01,2026.0
schemes,NFSNM_FY_2025-2026.pdf,../data/raw/pdfs/Schemes\NFSNM_FY_2025-2026.pdf,2379.1,99,018c489d4be3f7738546a7265c9a533f5ad7cbac1513545be84a376550f7ea40,False,native,,196565,29023,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\NFSNM_FY_2025-2026.txt,not_applicable,en,0.003,2026.0
schemes,PRADHAN_MANTRI_FASAL_BIMA_YOJANA.pdf,../data/raw/pdfs/Schemes\PRADHAN_MANTRI_FASAL_BIMA_YOJANA.pdf,737.3,38,2f15c1d9206a5de952f8f3c49c4f0bbac8d2c143761716681792ada2c382ab5b,False,native,,61913,9737,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\PRADHAN_MANTRI_FASAL_BIMA_YOJANA.txt,not_applicable,en,0.005,
schemes,Pradhan_Mantri_Kisan_Maan_Dhan_Yojna.pdf,../data/raw/pdfs/Schemes\Pradhan_Mantri_Kisan_Maan_Dhan_Yojna.pdf,1105.1,33,a60ec28b4d4344a60447efe61abbca5c45b8a291633518b353beb91aee8546ef,False,native,,64516,11671,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\Pradhan_Mantri_Kisan_Maan_Dhan_Yojna.txt,not_applicable,en,0.008,2019.0
schemes,PRADHAN_MANTRI_KISAN_SAMMAN_NIDHI_SCHEME.pdf,../data/raw/pdfs/Schemes\PRADHAN_MANTRI_KISAN_SAMMAN_NIDHI_SCHEME.pdf,805.3,12,ae82cac83f61a5fa5049387a7c13e00c6d55cef0e9163deb5497dc86c86d697f,False,native,,27410,4340,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\PRADHAN_MANTRI_KISAN_SAMMAN_NIDHI_SCHEME.txt,not_applicable,en,0.01,2020.0
schemes,Pradhan_Mantri_Krishi_Sinchyee_Yojna.pdf,../data/raw/pdfs/Schemes\Pradhan_Mantri_Krishi_Sinchyee_Yojna.pdf,244.5,24,f4734f25588b8f5359fa4ab655ea07cd20676ed0a05ba9d8e6944751bcbcf1e1,False,native,,53848,7870,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\Pradhan_Mantri_Krishi_Sinchyee_Yojna.txt,not_applicable,en,0.007,
schemes,RAD-UP.pdf,../data/raw/pdfs/Schemes\RAD-UP.pdf,5526.3,15,b61a60ba15c70e3c80495f65668616c39adedc428c30962043b0c950f0a90aa8,False,native,,32629,4569,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\RAD-UP.txt,not_applicable,en,0.001,2014.0
schemes,Restructured_Weather_Based_Crop_Insurance_Scheme.pdf,../data/raw/pdfs/Schemes\Restructured_Weather_Based_Crop_Insurance_Scheme.pdf,344.7,19,5af398d538666d4a3d56fcf1212363e783f024527ce29ba01d75618c5ba72345,False,native,,37308,5726,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\Restructured_Weather_Based_Crop_Insurance_Scheme.txt,not_applicable,en,0.005,
schemes,SHM_Guidelines472016.pdf,../data/raw/pdfs/Schemes\SHM_Guidelines472016.pdf,2008.9,84,d6d0a1a01cf06158a83f88b8d723f4a886d438b396fabfa3c154c04f32d65911,False,native,,108499,16584,../data/raw/pdfs/pdf_eda_outputs\extracted_text\schemes\SHM_Guidelines472016.txt,not_applicable,en,0.005,2016.0
up_acp,AGRA.pdf,../data/raw/pdfs/UP_ACP_PDFs\AGRA.pdf,268.9,20,2806e0f808c5e4b6f3f74ae6cf43b9b3499ae4651d5e5a7d3861050dfaef1605,False,native,,24415,3879,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\AGRA.txt,not_applicable,en,0.011,
up_acp,ALIGARH.pdf,../data/raw/pdfs/UP_ACP_PDFs\ALIGARH.pdf,267.8,23,2d742d8ceeba5bf7500d895c6a509ea023e8ac5046b4aabcc215dabe8046cb6e,False,native,,28565,4359,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\ALIGARH.txt,not_applicable,en,0.009,
up_acp,ALLAHABAD.pdf,../data/raw/pdfs/UP_ACP_PDFs\ALLAHABAD.pdf,279.6,20,70542f9d6fd5a179692423fa753d7c7423506b6b60b73530e42f84ac94766bef,False,native,,25427,3971,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\ALLAHABAD.txt,not_applicable,en,0.011,
up_acp,AMBEDKAR NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\AMBEDKAR NAGAR.pdf,241.5,17,1bc6a151c37de2fb02b3b4ba7b9002420b5e9bc512c9d16c6126d0e9a6f00a22,False,native,,21010,3269,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\AMBEDKAR NAGAR.txt,not_applicable,en,0.009,
up_acp,AMETHI  Shahu Ji Maharaj.pdf,../data/raw/pdfs/UP_ACP_PDFs\AMETHI  Shahu Ji Maharaj.pdf,131.8,12,9c9ff6da9e45177a02870f9ead30cb4306291d0e5d97586456a3e76ae61f5da0,False,native,,14761,2325,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\AMETHI  Shahu Ji Maharaj.txt,not_applicable,en,0.009,
up_acp,AURAIYA.pdf,../data/raw/pdfs/UP_ACP_PDFs\AURAIYA.pdf,491.2,22,a2dcb8ea86eb81dd7b8d303cb9c6425f45d6448ac259a3d88c6945ab627bcd9f,False,native,,28169,4272,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\AURAIYA.txt,not_applicable,en,0.006,
up_acp,AZAMGARH.pdf,../data/raw/pdfs/UP_ACP_PDFs\AZAMGARH.pdf,391.1,30,7e19ce1e0973deb7c045097e0f6a1b79ac7ef0dd1aeb062a5925b282a99bc6ef,False,native,,30445,4760,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\AZAMGARH.txt,not_applicable,en,0.01,
up_acp,BADAUN.pdf,../data/raw/pdfs/UP_ACP_PDFs\BADAUN.pdf,307.9,33,c3b249f89cc4452a07a52b7021b50708519a4747b04c38de0a622133e51ef5e1,False,native,,44850,7145,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BADAUN.txt,not_applicable,en,0.012,
up_acp,BAGHPAT.pdf,../data/raw/pdfs/UP_ACP_PDFs\BAGHPAT.pdf,287.0,30,3a80a2c06bae89720f2f06d82dc54220cd67806a4e33eac931f52ce83233a137,False,native,,36891,5928,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BAGHPAT.txt,not_applicable,en,0.01,
up_acp,BAHRAICH.pdf,../data/raw/pdfs/UP_ACP_PDFs\BAHRAICH.pdf,372.8,31,8aed8ff1d479b7528b9f73f3d6dee5512f375d4016e560ea4f503eb13d66927c,False,native,,28852,4501,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BAHRAICH.txt,not_applicable,en,0.01,
up_acp,BALLIA.pdf,../data/raw/pdfs/UP_ACP_PDFs\BALLIA.pdf,378.9,28,f465ef8b421e712b82e133bbe781e8a45eaedc32a1167c2460a753b3cddd5683,False,native,,23713,3798,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BALLIA.txt,not_applicable,en,0.01,
up_acp,BALRAMPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\BALRAMPUR.pdf,388.5,30,d64ba9d02add00b6697eb51557bcb3990b93e6e6d9f34bce8a887ba49940c867,False,native,,27479,4319,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BALRAMPUR.txt,not_applicable,en,0.009,
up_acp,BANDA.pdf,../data/raw/pdfs/UP_ACP_PDFs\BANDA.pdf,185.1,13,84145a1bf45ce1e33c047a06c77ef3eeb4b085ac9840736998b3ba1f782f6024,False,native,,14205,2171,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BANDA.txt,not_applicable,en,0.01,
up_acp,BARABANKI.pdf,../data/raw/pdfs/UP_ACP_PDFs\BARABANKI.pdf,242.6,18,29a4712c541c2cf9a873d18a141aa34689c9161a4b010ecc7eaf2d9fb211499f,False,native,,20100,3142,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BARABANKI.txt,not_applicable,en,0.011,
up_acp,BAREILLY.pdf,../data/raw/pdfs/UP_ACP_PDFs\BAREILLY.pdf,321.0,35,7c6100d56a6a4087b1d151108ff0284d58fc759db4717093f7abb61d684aceb6,False,native,,44225,7042,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BAREILLY.txt,not_applicable,en,0.009,
up_acp,BASTI.pdf,../data/raw/pdfs/UP_ACP_PDFs\BASTI.pdf,231.8,17,be2e0213fbde06fb90b391a58a464c0c2a94291511decf198bd2811264d2cee4,False,native,,18741,2887,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BASTI.txt,not_applicable,en,0.01,
up_acp,BIJNOR.pdf,../data/raw/pdfs/UP_ACP_PDFs\BIJNOR.pdf,309.0,30,24df83685ac78ce00d30ff335a51f484a40a5eb60de38bd6bd6f7889396edc86,False,native,,43272,6948,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BIJNOR.txt,not_applicable,en,0.012,
up_acp,BULANDSHAHAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\BULANDSHAHAR.pdf,298.7,29,44752564c91126fb19d6b978f2424e36da3e928e06817a4ef3acc53009a6efbe,False,native,,42536,6774,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\BULANDSHAHAR.txt,not_applicable,en,0.01,
up_acp,CHANDAULI.pdf,../data/raw/pdfs/UP_ACP_PDFs\CHANDAULI.pdf,296.6,28,917de22f13cf9c6d1f6f1ad017cde7f3d687653577847e6b2f8cb860c39ca3ba,False,native,,42185,6531,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\CHANDAULI.txt,not_applicable,en,0.009,
up_acp,CHITRAKOOT.pdf,../data/raw/pdfs/UP_ACP_PDFs\CHITRAKOOT.pdf,173.8,12,fb0689523baf5f6a2cbcda68961267960bd1aa085e51829cc98218a92aab20ce,False,native,,13725,2064,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\CHITRAKOOT.txt,not_applicable,en,0.01,
up_acp,DEORIA.pdf,../data/raw/pdfs/UP_ACP_PDFs\DEORIA.pdf,318.0,38,edcb5da79e9ebd5f0aa5278fdfb289052a949317be452733a34a15415832b2c5,False,native,,42317,6348,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\DEORIA.txt,not_applicable,en,0.009,
up_acp,ETAH.pdf,../data/raw/pdfs/UP_ACP_PDFs\ETAH.pdf,283.8,23,8a5d56fde1781200438401756fd1f3502f8fbbc9919bef623b453e9fa8083ed7,False,native,,29342,4453,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\ETAH.txt,not_applicable,en,0.01,
up_acp,ETAWAH.pdf,../data/raw/pdfs/UP_ACP_PDFs\ETAWAH.pdf,284.0,23,280a88bfb3958fc63272d4d74dfbc2994ecf30a1c60b9312e26925334b1058a5,False,native,,28936,4420,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\ETAWAH.txt,not_applicable,en,0.007,
up_acp,FAIZABAD.pdf,../data/raw/pdfs/UP_ACP_PDFs\FAIZABAD.pdf,1040.0,28,e6813a32c3f1460c62edb889717932d7b6ad65754fe1deecad42eca2d697535e,True,native,,25789,4000,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\FAIZABAD.txt,not_applicable,en,0.011,
up_acp,FATEHPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\FATEHPUR.pdf,270.8,18,db5e2d4babec50bcbddb3f61847b79b3318efe93731f16d0269d04d2e23ec3ae,False,native,,24504,3816,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\FATEHPUR.txt,not_applicable,en,0.008,
up_acp,GAUTAM BUDDHA NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\GAUTAM BUDDHA NAGAR.pdf,317.6,29,dc2f8bd4bdcf235b36eb4162a0aeef8e5821911eabf99ec6071e63686da78fe2,False,native,,39987,6227,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\GAUTAM BUDDHA NAGAR.txt,not_applicable,en,0.012,
up_acp,GHAZIABAD.pdf,../data/raw/pdfs/UP_ACP_PDFs\GHAZIABAD.pdf,306.4,33,11e033cc397db2104a2f91b7e88b60f615238caa04492551e95c617578e1e47d,False,native,,40691,6397,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\GHAZIABAD.txt,not_applicable,en,0.012,
up_acp,GHAZIPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\GHAZIPUR.pdf,372.9,49,8632ba974235672ddcf59e5a726b978cbe2d01505ddb04a81416c12d83ddc235,False,native,,53313,7773,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\GHAZIPUR.txt,not_applicable,en,0.011,
up_acp,GONDA.pdf,../data/raw/pdfs/UP_ACP_PDFs\GONDA.pdf,388.8,29,4528080200fb6b67261efa127bf3a9d2e3c3e889ce66778c869b881db28663ff,False,native,,25890,4068,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\GONDA.txt,not_applicable,en,0.009,
up_acp,GORAKHPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\GORAKHPUR.pdf,319.7,35,b2381eeec48d6cf1eba455c9fbcb81f48333c8e37d50746d4c3620c979156cbc,False,native,,44533,6577,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\GORAKHPUR.txt,not_applicable,en,0.01,
up_acp,HAMIRPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\HAMIRPUR.pdf,274.7,14,a7f167af11fcc0b4eeb18a848c8f35150d97121aea6530c2cc57b6c9fad64277,False,native,,14247,2168,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\HAMIRPUR.txt,not_applicable,en,0.01,
up_acp,HAPUR PANCHSHEEL NAGAR.pdf,../data/raw/pdfs/UP_ACP_PDFs\HAPUR PANCHSHEEL NAGAR.pdf,207.4,27,7e62b609d92722463bea8a563e4c3c2bc6d7ef7702598803c4ddb923bda68e47,False,native,,36684,5774,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\HAPUR PANCHSHEEL NAGAR.txt,not_applicable,en,0.009,
up_acp,HARDOI.pdf,../data/raw/pdfs/UP_ACP_PDFs\HARDOI.pdf,236.0,18,554242757ba24377ab6eff3534c60589e634dda218d0f69e99851146ca387842,False,native,,20578,3168,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\HARDOI.txt,not_applicable,en,0.008,
up_acp,JALAUN.pdf,../data/raw/pdfs/UP_ACP_PDFs\JALAUN.pdf,194.9,13,6b1337865df3d4b5f37c2864cc830d833d4f98093b685bda9282ce0b87cdbf2d,False,native,,14294,2181,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\JALAUN.txt,not_applicable,en,0.01,
up_acp,JAUNPUR.pdf,../data/raw/pdfs/UP_ACP_PDFs\JAUNPUR.pdf,291.1,23,67817976f685f56e8574c6930f73833b0f9704267bc043bbe1364b9a101d9203,False,native,,28466,4380,../data/raw/pdfs/pdf_eda_outputs\extracted_text\up_acp\JAUNPUR.txt,not_applicable,en,0.009,
